Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean
2019,35.0,August 29,Rosalía and Ozuna,"""Yo x Ti, Tú x Mí""",Ed Sheeran and Justin Bieber,"""I Don't Care""","Yo x Ti, Tú x Mí",I Dont Care
2019,36.0,September 5,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,"""Señorita""",[72],Shawn Mendesand Camila Cabello,
2019,37.0,September 12,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,
2019,38.0,September 19,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,
2019,39.0,September 26,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,
2019,40.0,October 3,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",,China,
2019,41.0,October 10,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",[82],China,
2019,42.0,October 17,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",[84],China,
2019,43.0,October 24,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Shawn Mendes and Camila Cabello,"""Señorita""",[86],Shawn Mendes and Camila Cabello,
2019,44.0,October 31,Omar MontesandBad Gyal,"""Alocao""","""Señorita""",,Alocao,
2019,45.0,November 7,Omar MontesandBad Gyal,Manuel Carrasco,"""Qué Bonito Es Querer""",[90],Manuel Carrasco,
2019,46.0,November 14,Omar MontesandBad Gyal,Manuel Carrasco,,,Manuel Carrasco,
2019,47.0,November 21,Omar MontesandBad Gyal,Manuel Carrasco,,,Manuel Carrasco,
2019,48.0,November 28,Omar MontesandBad Gyal,Tones and I,"""Dance Monkey""",[96],Tones and I,
2019,49.0,December 5,Karol G andNicki Minaj,"""Tusa""","""Dance Monkey""",,Tusa,
2019,50.0,December 12,Karol G andNicki Minaj,"""Tusa""","""Indios y vaqueros""",[100],Tusa,
2019,51.0,December 19,Karol G andNicki Minaj,"""Tusa""","""A dónde vamos""",[102],Tusa,
2019,52.0,December 26,Karol G andNicki Minaj,"""Tusa""","""Disparos""",[104],Tusa,
2020,1.0,January 2,Karol GandNicki Minaj,"""Tusa""",Maroon 5,"""Memories""",Tusa,Memories
2020,2.0,January 9,Karol GandNicki Minaj,"""Tusa""","""Si por mí fuera""",[4],Tusa,
2020,3.0,January 16,Karol GandNicki Minaj,Maroon 5,"""Memories""",[6],Maroon 5,
2020,4.0,January 23,Karol GandNicki Minaj,Maroon 5,,,Maroon 5,
2020,5.0,January 30,Karol GandNicki Minaj,Pablo AlboránandAva Max,"""Tabú""",[10],Pablo AlboránandAva Max,
2020,6.0,February 6,Karol GandNicki Minaj,Pablo AlboránandAva Max,,,Pablo AlboránandAva Max,
2020,7.0,February 13,Karol GandNicki Minaj,Pablo AlboránandAva Max,,,Pablo AlboránandAva Max,
2020,8.0,February 20,Karol GandNicki Minaj,Maroon 5,"""Memories""",[16],Maroon 5,
2020,9.0,February 27,Karol GandNicki Minaj,Maroon 5,,,Maroon 5,
2020,10.0,March 5,Karol GandNicki Minaj,David Oteroand Taburete,"""Una foto en blanco y negro""",[20],David Oteroand Taburete,
2020,11.0,March 12,Karol GandNicki Minaj,David Oteroand Taburete,,,David Oteroand Taburete,
2020,12.0,March 19,Karol GandNicki Minaj,David Oteroand Taburete,,,David Oteroand Taburete,
2020,13.0,March 26,J Balvin,David Oteroand Taburete,"""Una foto en blanco y negro""",,David Oteroand Taburete,
2020,14.0,April 2,Bad BunnyfeaturingJowell & RandyandÑengo Flow,"""Safaera""","""Una foto en blanco y negro""","""Soldadito de hierro""",Safaera,Soldadito de hierro
2020,15.0,April 9,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,"""Tusa""",[30],Karol G and Nicki Minaj,
2020,16.0,April 16,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,,,Karol G and Nicki Minaj,
2020,17.0,April 23,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,,,Karol G and Nicki Minaj,
2020,18.0,April 30,C. Tangana,"""Nunca Estoy""","""Tusa""","""Dance Monkey""",Nunca Estoy,Dance Monkey
2020,19.0,May 7,C. Tangana,"""Nunca Estoy""","""Tusa""",[38],Nunca Estoy,
2020,20.0,May 14,Bad Bunny andDon Omar,"""Pa' Romperla""",Nea,"""Some Say""",Pa Romperla,Some Say
2020,21.0,May 21,Bad Bunny andDon Omar,The Weeknd,"""Blinding Lights""",[42],The Weeknd,
2020,22.0,May 28,"Justin Quiles,Daddy YankeeandEl Alfa",The Weeknd,"""Blinding Lights""",,The Weeknd,
2020,23.0,June 4,RosalíaandTravis Scott,"""TKN""",Nea,"""Some Say""",TKN,Some Say
2020,24.0,June 11,Anuel AAand Bad Bunny,"""Hasta Que Dios Diga""",The Weeknd,"""Blinding Lights""",Hasta Que Dios Diga,Blinding Lights
2020,25.0,June 18,"Nio Garcia, Anuel AA,Myke Towers, Juanka and Brray","""La jeepeta (Remix)""",The Weeknd,,La jeepeta,
2020,26.0,June 25,Anuel AA,"""El manual""",The Weeknd,,El manual,
2020,27.0,July 2,Ozuna,"""Caramelo""",The Weeknd,,Caramelo,
2020,28.0,July 9,Ozuna,"""Caramelo""",,,Caramelo,
2020,29.0,July 16,Ozuna,David BisbalandAitana,"""Si tú la quieres""","""Blinding Lights""",David BisbalandAitana,Blinding Lights
2020,30.0,July 23,Ozuna,David BisbalandAitana,,,David BisbalandAitana,
2020,31.0,July 30,Tainyand J Balvin,"""Agua""",Beret and Pablo Alborán,"""Sueño""",Agua,Sueño
2020,32.0,August 6,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",Beret and Pablo Alborán,,Mamichula,
2020,33.0,August 13,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",,,Mamichula,
2020,34.0,August 20,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",,,Mamichula,
2020,35.0,August 27,Maluma,"""Hawái""",Beret and Pablo Alborán,"""Sueño""",Hawái,Sueño
2020,36.0,September 3,Maluma,"""Hawái""",Beret and Pablo Alborán,"""Sueño""",Hawái,Sueño
2020,37.0,September 10,Maluma,"""Hawái""","""Sueño""","""Sueño""",Hawái,Sueño
2020,38.0,September 17,Maluma,The Weeknd,"""Blinding Lights""",[76],The Weeknd,
2020,39.0,September 24,Maluma,The Weeknd,,,The Weeknd,
2020,40.0,October 1,Maluma,Ava Max,"""Kings & Queens""",[80],Ava Max,
2020,41.0,October 8,Maluma,Ava Max,,,Ava Max,
2020,42.0,October 15,Maluma,Ava Max,,,Ava Max,
2020,43.0,October 22,C. Tangana,"""Demasiadas mujeres""","""Kings & Queens""","""Los huesos""",Demasiadas mujeres,Los huesos
2020,44.0,October 29,"Manuel Turizo,Rauw Alejandroand Myke Towers","""La Nota""","""Kings & Queens""","""Mundo imperfecto""",La Nota,Mundo imperfecto
2020,45.0,November 5,Bad Bunny andJhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens
2020,46.0,November 12,C. Tangana featuring Niño de Elche andLa Húngara,"""Tú Me Dejaste De Querer""",David GuettaandSia,"""Let's Love""",Tú Me Dejaste De Querer,Lets Love
2020,47.0,November 19,C. Tangana featuring Niño de Elche andLa Húngara,"""Tú Me Dejaste De Querer""","""Mi Religión""",[94],Tú Me Dejaste De Querer,
2020,48.0,November 26,Bad Bunny and Jhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens
2020,49.0,December 2,Bad Bunny featuring Rosalía,"""La Noche de Anoche""",Sidecars,"""Mundo Imperfecto""",La Noche de Anoche,Mundo Imperfecto
2020,50.0,December 9,Bad Bunny and Jhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens
2020,51.0,December 16,Bad Bunny and Jhay Cortez,BTS,"""Dynamite""",[102],BTS,
2020,52.0,December 23,Bad Bunny and Jhay Cortez,BTS,,,BTS,
2020,53.0,December 30,Bad Bunny and Jhay Cortez,BTS,,,BTS,
2021,1.0,January 1,Bad BunnyandJhay Cortez,"""Dakiti""",BTS,"""Dynamite""",Dakiti,Dynamite
2021,2.0,January 8,Bad BunnyandJhay Cortez,"""Dakiti""","""Mi Religión""",[4],Dakiti,
2021,3.0,January 15,Myke Towersand Juhn,"""Bandido""",Dani Martín,"""Portales""",Bandido,Portales
2021,4.0,January 22,Myke Towersand Juhn,"""Bandido""","""A un paso de la luna""",[8],Bandido,
2021,5.0,January 29,Myke Towersand Juhn,Nil Moliner,"""Mi Religión""",[10],Nil Moliner,
2021,6.0,February 5,Myke Towersand Juhn,Nil Moliner,,,Nil Moliner,
2021,7.0,February 12,"Rochy RD, Myke Towers andNicki Nicole","""Ella No Es Tuya""","""Mi Religión""","""Vida De Rico""",Ella No Es Tuya,Vida De Rico
2021,8.0,February 19,"Rochy RD, Myke Towers andNicki Nicole","""Ella No Es Tuya""","""Mi Religión""",[16],Ella No Es Tuya,
2021,9.0,February 26,C. TanganafeaturingGipsy Kings,"""Ingobernable""",Ana Mena and Rocco Hunt,"""A un paso de la luna""",Ingobernable,A un paso de la luna
2021,10.0,March 5,"Rochy RD, Myke Towers and Nicki Nicole","""Ella No es Tuya""",Camilo,"""Vida De Rico""",Ella No es Tuya,Vida De Rico
2021,11.0,March 12,"Rochy RD, Myke Towers and Nicki Nicole",Purple Disco MachineandSophie and the Giants,"""Hypnotized""",[22],Purple Disco MachineandSophie and the Giants,
2021,12.0,March 19,"Rochy RD, Myke Towers and Nicki Nicole",Purple Disco MachineandSophie and the Giants,,,Purple Disco MachineandSophie and the Giants,
2021,13.0,March 26,"Rochy RD, Myke Towers and Nicki Nicole",Álvaro de Luna,"""Hypnotized""",[26],Álvaro de Luna,
2021,14.0,April 2,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""",BeretandMelendi,"""Desde Cero""",Fiel,Desde Cero
2021,15.0,April 9,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""","""Hypnotized""",[30],Fiel,
2021,16.0,April 16,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""","""Juramento eterno de sal""",[32],Fiel,
2021,17.0,April 23,Sebastián Yatrafeaturing Myke Towers,"""Pareja del Año""",Purple Disco Machine and Sophie and the Giants,"""Hypnotized""",Pareja del Año,Hypnotized
2021,18.0,April 30,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,"""Juramento eterno de sal""",[36],Álvaro de Luna,
2021,19.0,May 7,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,,,Álvaro de Luna,
2021,20.0,May 14,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,,,Álvaro de Luna,
2021,21.0,May 21,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",,Todo de Ti,
2021,22.0,May 28,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,
2021,23.0,June 5,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,
2021,24.0,June 12,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,
2021,25.0,June 19,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,
2021,26.0,June 26,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",[52],Todo de Ti,
2021,27.0,July 3,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",[54],Todo de Ti,
2021,28.0,July 10,Rauw Alejandro,Álvaro de Luna,"""Juramento eterno de sal""",[56],Álvaro de Luna,
2021,29.0,July 17,Rauw Alejandro,Álvaro de Luna,,,Álvaro de Luna,
2021,30.0,July 24,Farruko,"""Pepas""",Rauw Alejandro,"""Todo de Ti""",Pepas,Todo de Ti
2021,31.0,July 31,Farruko,"""Pepas""",,,Pepas,
2021,32.0,August 7,Farruko,"""Pepas""",,,Pepas,
2021,33.0,August 14,Farruko,"""Pepas""",,,Pepas,
2021,34.0,August 21,Farruko,"""Pepas""",,,Pepas,
2021,35.0,August 28,Zzoilo andAitana,"""Mon Amour (Remix)""",Rauw Alejandro,,Mon Amour,
2021,36.0,September 4,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,
2021,37.0,September 11,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,
2021,38.0,September 18,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,
2021,39.0,September 25,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,
2021,40.0,October 2,Zzoilo andAitana,"""Mon Amour (Remix)""",Rauw Alejandro,"""Todo de Ti""",Mon Amour,Todo de Ti
2021,41.0,October 9,C. Tangana andNathy Peluso,"""Ateo""",Rauw Alejandro,"""Todo de Ti""",Ateo,Todo de Ti
2021,42.0,October 16,C. Tangana andNathy Peluso,Nil Moliner,"""Libertad""","""Todo de Ti""",Nil Moliner,Todo de Ti
2021,43.0,October 23,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,
2021,44.0,October 30,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,
2021,45.0,November 6,C. Tangana andNathy Peluso,Nil Moliner,,,Nil Moliner,
2021,46.0,November 13,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti
2021,47.0,November 20,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti
2021,48.0,November 27,RosalíafeaturingThe Weeknd,"""La Fama""","""Libertad""","""Todo de Ti""",La Fama,Todo de Ti
2021,49.0,December 3,Zzoilo and Aitana,"""Mon Amour (Remix)""",Elton JohnandDua Lipa,"""Todo de Ti""",Mon Amour,Todo de Ti
2021,50.0,December 10,BizarrapandMorad,"""Morad: Bzrp Music Sessions, Vol. 47""",Adele,"""Easy on Me""","Morad: Bzrp Music Sessions, Vol. 47",Easy on Me
2021,51.0,December 17,BizarrapandMorad,"""Morad: Bzrp Music Sessions, Vol. 47""",,,"Morad: Bzrp Music Sessions, Vol. 47",
2021,52.0,December 24,Zzoilo and Aitana,"""Mon Amour (Remix)""",Adele,,Mon Amour,
2021,1.0,December 31,Morad,"""Pelele""",Adele,,Pelele,
2022,1.0,December 31,Morad,"""Pelele""",Adele,"""Easy on Me""",Pelele,Easy on Me
2022,2.0,January 7,Rauw AlejandroandChencho Corleone,"""Desesperados""",Sebastián Yatra,"""Tacones Rojos""",Desesperados,Tacones Rojos
2022,3.0,January 14,Rauw AlejandroandChencho Corleone,"""Desesperados""",,,Desesperados,
2022,4.0,January 21,Rauw AlejandroandChencho Corleone,"""Desesperados""",,,Desesperados,
2022,5.0,January 28,Rigoberta Bandini,"""Ay mamá""",Sebastián Yatra,,Ay mamá,
2022,6.0,February 4,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi","""Cayó La Nochee (Remix)""",Sebastián Yatra,,Cayó La Nochee,
2022,7.0,February 11,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,
2022,8.0,February 18,Becky GandKarol G,"""Mamiii""",Sebastián Yatra,,Mamiii,
2022,9.0,February 25,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",Sebastián Yatra,,Cayó La Nochee,
2022,10.0,March 4,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,
2022,11.0,March 11,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi","""Cayó La Nochee (Remix)""",,,Cayó La Nochee,
2022,12.0,March 18,Rosalía,"""Candy""",Ana Mena,"""Música Ligera""",Candy,Música Ligera
2022,13.0,March 25,Paulo Londra,"""Plan A""",Ana Mena,,Plan A,
2022,14.0,April 2,"Alejo,Feidand ROBI","""Pantysito""",Sebastián Yatra,"""Música Ligera""",Pantysito,Música Ligera
2022,15.0,April 9,"Alejo,Feidand ROBI",Ana Mena,"""Música Ligera""",[30],Ana Mena,
2022,16.0,April 16,"Alejo,Feidand ROBI",Ana Mena,,,Ana Mena,
2022,17.0,April 23,Paulo Londra andBizarrap,"""Music Sessions Vol. 23""","""Música Ligera""",,Music Sessions Vol. 23,
2022,18.0,April 30,Paulo Londra andBizarrap,"""Music Sessions Vol. 23""","""Música Ligera""",[36],Music Sessions Vol. 23,
2022,19.0,May 6,Bad Bunny,"""Moscow Mule""",Sebastián Yatra,"""Tacones Rojos""",Moscow Mule,Tacones Rojos
2022,20.0,May 13,Chanel,"""SloMo""",Camila CabellofeaturingEd Sheeran,"""Bam Bam""",SloMo,Bam Bam
2022,21.0,May 20,Bad Bunny,"""Tití Me Preguntó""",Sebastián Yatra,"""Tacones Rojos""",Tití Me Preguntó,Tacones Rojos
2022,22.0,May 27,Bad Bunny,Harry Styles,"""As It Was""",[44],Harry Styles,
2022,23.0,June 3,Bad Bunny,Harry Styles,,,Harry Styles,
2022,24.0,June 10,Bad Bunny,Camila Cabello featuring Ed Sheeran,"""Bam Bam""",[48],Camila Cabello featuring Ed Sheeran,
2022,25.0,June 17,Bad Bunny,Camila Cabello featuring Ed Sheeran,,,Camila Cabello featuring Ed Sheeran,
2022,26.0,June 24,Bad Bunny,ShakiraandRauw Alejandro,"""Bam Bam""",[52],ShakiraandRauw Alejandro,
2022,27.0,July 1,Bad Bunny,Harry Styles,"""As It Was""",[54],Harry Styles,
2022,28.0,July 8,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Dani Fernández,"""Dile a los demás""","Quevedo: Bzrp Music Sessions, Vol. 52",Dile a los demás
2022,29.0,July 15,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""Te Felicito""",[58],"Quevedo: Bzrp Music Sessions, Vol. 52",
2022,30.0,July 22,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""As It Was""",[60],"Quevedo: Bzrp Music Sessions, Vol. 52",
2022,31.0,July 29,Rosalía,"""Despechá""",Shakira and Rauw Alejandro,"""Te Felicito""",Despechá,Te Felicito
2022,32.0,August 5,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Camila Cabello featuring Ed Sheeran,"""Bam Bam""","Quevedo: Bzrp Music Sessions, Vol. 52",Bam Bam
2022,33.0,August 12,Rosalía,"""Despechá""",Shakira and Rauw Alejandro,"""Te Felicito""",Despechá,Te Felicito
2022,34.0,August 19,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""",Camila Cabello featuring Ed Sheeran,"""Bam Bam""","Quevedo: Bzrp Music Sessions, Vol. 52",Bam Bam
2022,35.0,August 26,Bizarrap and Quevedo,"""Quevedo: Bzrp Music Sessions, Vol. 52""","""As It Was""",[70],"Quevedo: Bzrp Music Sessions, Vol. 52",
2022,36.0,September 2,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran,"""Bam Bam""",[72],Camila Cabello featuring Ed Sheeran,
2022,37.0,September 9,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran,,,Camila Cabello featuring Ed Sheeran,
2022,38.0,September 16,Bizarrap and Quevedo,Rosalía,"""Despechá""",[76],Rosalía,
2022,39.0,September 23,Bizarrap and Quevedo,Rosalía,,,Rosalía,
2022,40.0,September 30,Bizarrap and Quevedo,SangiovanniandAitiana,"""Mariposas""",[80],SangiovanniandAitiana,
2022,41.0,October 7,Bizarrap and Quevedo,SangiovanniandAitiana,,,SangiovanniandAitiana,
2022,42.0,October 14,Bizarrap and Quevedo,Rosalía,"""Despechá""",[84],Rosalía,
2022,43.0,October 21,Manuel Turizo,"""La Bachata""","""Despechá""",,La Bachata,
2022,44.0,October 28,Manuel Turizo,Sangiovanni and Aitiana,"""Mariposas""",[88],Sangiovanni and Aitiana,
2022,45.0,November 4,Mora and Quevedo,Sangiovanni and Aitiana,"""Mariposas""",,Sangiovanni and Aitiana,
2022,46.0,November 11,Manuel Turizo,Sangiovanni and Aitiana,"""Mariposas""",,Sangiovanni and Aitiana,
2022,47.0,November 18,Bizarrap andDuki,"""Duki: Bzrp Music Sessions, Vol. 50""",David GuettaandBebe Rexha,"""I'm Good (Blue)""","Duki: Bzrp Music Sessions, Vol. 50",Im Good
2022,48.0,November 25,Manuel Turizo,"""La Bachata""",Sangiovanni and Aitiana,"""Mariposas""",La Bachata,Mariposas
2022,49.0,December 2,Arcángeland Bad Bunny,"""La Jumpa""",Manuel Turizo,"""La Bachata""",La Jumpa,La Bachata
2022,50.0,December 9,Arcángeland Bad Bunny,"""La Jumpa""",,,La Jumpa,
2022,51.0,December 16,Quevedo and Myke Towers,"""Playa del Inglés""",Manuel Turizo,,Playa del Inglés,
2022,52.0,December 23,Arcángel and Bad Bunny,"""La Jumpa""",Manuel Turizo,,La Jumpa,
2023,1.0,December 30,Manuel Turizo,"""La Bachata""",Manuel Turizo,"""La Bachata""",La Bachata,La Bachata
2023,2.0,January 6,BizarrapandShakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",Manuel Turizo,,"Shakira: Bzrp Music Sessions, Vol. 53",
2023,3.0,January 13,BizarrapandShakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",,,"Shakira: Bzrp Music Sessions, Vol. 53",
2023,4.0,January 20,BizarrapandShakira,Bizarrap and Shakira,"""Shakira: Bzrp Music Sessions, Vol. 53""","""La Bachata""",Bizarrap and Shakira,La Bachata
2023,5.0,January 27,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,
2023,6.0,February 3,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,
2023,7.0,February 10,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,
2023,8.0,February 17,BizarrapandShakira,Bizarrap and Shakira,,,Bizarrap and Shakira,
2023,9.0,February 24,Karol Gand Shakira,"""TQG""","""Shakira: Bzrp Music Sessions, Vol. 53""",,TQG,
2023,10.0,March 3,Karol Gand Shakira,"""TQG""",,,TQG,
2023,11.0,March 10,Karol Gand Shakira,Miley Cyrus,"""Flowers""","""La Bachata""",Miley Cyrus,La Bachata
2023,12.0,March 17,Karol Gand Shakira,Miley Cyrus,,,Miley Cyrus,
2023,13.0,March 24,RosalíaandRauw Alejandro,"""Beso""","""Flowers""",,Beso,
2023,14.0,March 31,RosalíaandRauw Alejandro,"""Beso""","""Flowers""",[28],Beso,
2023,15.0,April 7,RosalíaandRauw Alejandro,Miley Cyrus,"""Flowers""",[30],Miley Cyrus,
2023,16.0,April 14,Lola ÍndigofeaturingQuevedo,"""El Tonto""","""Flowers""",,El Tonto,
2023,17.0,April 21,Lola ÍndigofeaturingQuevedo,"""El Tonto""",,,El Tonto,
2023,18.0,April 28,Saiko,"""Supernova""","""Flowers""","""Nochentera""",Supernova,Nochentera
2023,19.0,May 5,Lola Índigo featuring Quevedo,"""El Tonto""",Miley Cyrus,"""Flowers""",El Tonto,Flowers
2023,20.0,May 12,Lola Índigo featuring Quevedo,Vicco,"""Nochentera""",[40],Vicco,
2023,21.0,May 19,Shakira,Vicco,"""Nochentera""",,Vicco,
2023,22.0,May 26,Bad Bunny,"""Where She Goes""","""Nochentera""",,Where She Goes,
2023,23.0,June 2,Bad Bunny,"""Where She Goes""","""El Merengue""",[46],Where She Goes,
2023,24.0,June 9,"Saiko,Feid, Quevedo and Mora","""Polaris"" (Remix)",Miley Cyrus,"""Flowers""",Polaris,Flowers
2023,25.0,June 16,"Saiko,Feid, Quevedo and Mora","""Polaris"" (Remix)","""Nochentera""",[50],Polaris,
2023,26.0,June 23,Bizarrap and Rauw Alejandro,"""Rauw Alejandro: Bzrp Music Sessions, Vol. 56""",ChanelandAbraham Mateo,"""Clavaito""","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Clavaito
2023,27.0,June 30,Myke Towers,"""Lala""","David Guetta,Anne-MarieandCoi Leray","""Baby Don't Hurt Me""",Lala,Baby Dont Hurt Me
2023,28.0,July 7,Quevedo,"""Columbia""",Manuel Turizo featuring Marshmello,"""El Merengue""",Columbia,El Merengue
2023,29.0,July 14,Quevedo,"""Columbia""",,,Columbia,
2023,30.0,July 21,Quevedo,"""Columbia""",,,Columbia,
2023,31.0,July 28,Quevedo,"""Columbia""",,,Columbia,
2023,32.0,August 4,Quevedo,"""Columbia""",,,Columbia,
2023,33.0,August 11,Quevedo,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""","""El Merengue""","Sebastián Yatra, Manuel Turizo and Beéle",El Merengue
2023,34.0,August 18,Quevedo,"Sebastián Yatra, Manuel Turizo and Beéle",,,"Sebastián Yatra, Manuel Turizo and Beéle",
2023,35.0,August 25,Quevedo,Chanel and Abraham Mateo,"""Vagabundo""","""El Merengue""",Chanel and Abraham Mateo,El Merengue
2023,36.0,September 1,Mora and Saiko,"""Reina""",Dua Lipa,"""El Merengue""",Reina,El Merengue
2023,37.0,September 8,Mora and Saiko,"""Reina""","""El Merengue""","""El Merengue""",Reina,El Merengue
2023,38.0,September 15,Mora and Saiko,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",[76],"Sebastián Yatra, Manuel Turizo and Beéle",
2023,39.0,September 22,Quevedo and Saiko,"Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",,"Sebastián Yatra, Manuel Turizo and Beéle",
2023,40.0,September 29,Iñigo Quintero,"""Si No Estás""","""Vagabundo""",,Si No Estás,
2023,41.0,October 6,Iñigo Quintero,Manuel Turizo featuring Marshmello,"""El Merengue""",[82],Manuel Turizo featuring Marshmello,
2023,42.0,October 13,Bad Bunny,Manuel Turizo featuring Marshmello,"""El Merengue""",,Manuel Turizo featuring Marshmello,
2023,43.0,October 20,Iñigo Quintero,"""Si No Estás""","Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",Si No Estás,Vagabundo
2023,44.0,October 27,Iñigo Quintero,"""Si No Estás""",,,Si No Estás,
2023,45.0,November 3,Iñigo Quintero,"""Si No Estás""","Sebastián Yatra, Manuel Turizo and Beéle","""Vagabundo""",Si No Estás,Vagabundo
2023,46.0,November 10,Iñigo Quintero,"""Si No Estás""","""El Merengue""",[92],Si No Estás,
2023,47.0,November 17,Iñigo Quintero,Ana Mena,"""Madrid City""",[94],Ana Mena,
2023,48.0,November 24,Iñigo Quintero,Ana Mena,,,Ana Mena,
2023,49.0,December 1,Dellafuente/Morad,"""Manos Rotas""","""Madrid City""",,Manos Rotas,
2023,50.0,December 8,Dellafuente/Morad,"""Manos Rotas""",,,Manos Rotas,
2023,51.0,December 15,Dellafuente/Morad,"""Manos Rotas""","""Madrid City""",[102],Manos Rotas,
2023,52.0,December 22,Dellafuente/Morad,Ana Mena,"""Madrid City""",[104],Ana Mena,
2023,1.0,December 29,Dellafuente/Morad,Ana Mena,,,Ana Mena,
2024,1.0,December 29,Dellafuente andMorad,"""Manos Rotas""",Ana Mena,"""Madrid City""",Manos Rotas,Madrid City
2024,2.0,January 5,Dellafuente andMorad,"""Manos Rotas""",,,Manos Rotas,
2024,3.0,January 12,BizarrapandYoung Miko,"""Young Miko: Bzrp Music Sessions, Vol. 58""",Ana Mena,"""Madrid City""","Young Miko: Bzrp Music Sessions, Vol. 58",Madrid City
2024,4.0,January 19,BizarrapandYoung Miko,Ana Mena,"""Madrid City""",[8],Ana Mena,
2024,5.0,January 26,BizarrapandYoung Miko,Ana Mena,,,Ana Mena,
2024,6.0,February 2,Quevedo,"""La Última""","""Madrid City""",,La Última,
