Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean
2020,,8,February 20,Karol GandNicki Minaj,"""Memories""",[16],Karol GandNicki Minaj,
2020,,9,February 27,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
2020,,10,March 5,Karol GandNicki Minaj,"""Una foto en blanco y negro""",[20],Karol GandNicki Minaj,
2020,,11,March 12,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
2020,,12,March 19,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
2020,,13,March 26,J Balvin,"""Una foto en blanco y negro""",[26],J Balvin,
2020,,14,April 2,Bad BunnyfeaturingJowell & RandyandÑengo Flow,"""Una foto en blanco y negro""",Nil Moliner featuringDani Fernández,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Nil Moliner featuringDani Fernández
2020,,15,April 9,Bad BunnyfeaturingJowell & RandyandÑengo Flow,"""Tusa""",[30],Bad BunnyfeaturingJowell & RandyandÑengo Flow,
2020,,16,April 16,Bad BunnyfeaturingJowell & RandyandÑengo Flow,,,Bad BunnyfeaturingJowell & RandyandÑengo Flow,
2020,,17,April 23,Bad BunnyfeaturingJowell & RandyandÑengo Flow,,,Bad BunnyfeaturingJowell & RandyandÑengo Flow,
2020,,18,April 30,C. Tangana,"""Tusa""",Tones and I,C. Tangana,Tones and I
2020,,19,May 7,C. Tangana,"""Tusa""",[38],C. Tangana,
2020,,20,May 14,Bad Bunny andDon Omar,[39],Nea,Bad Bunny andDon Omar,Nea
2020,,21,May 21,Bad Bunny andDon Omar,"""Blinding Lights""",[42],Bad Bunny andDon Omar,
2020,,22,May 28,"Justin Quiles,Daddy YankeeandEl Alfa","""Blinding Lights""",[44],"Justin Quiles,Daddy YankeeandEl Alfa",
2020,,23,June 4,RosalíaandTravis Scott,[45],Nea,RosalíaandTravis Scott,Nea
2020,,24,June 11,Anuel AAand Bad Bunny,[47],The Weeknd,Anuel AAand Bad Bunny,The Weeknd
2020,,25,June 18,"Nio Garcia, Anuel AA,Myke Towers, Juanka and Brray",[49],The Weeknd,"Nio Garcia, Anuel AA,Myke Towers, Juanka and Brray",The Weeknd
2020,,26,June 25,Anuel AA,[51],The Weeknd,Anuel AA,The Weeknd
2020,,27,July 2,Ozuna,[53],The Weeknd,Ozuna,The Weeknd
2020,,28,July 9,Ozuna,,,Ozuna,
2020,,29,July 16,Ozuna,"""Si tú la quieres""",The Weeknd,Ozuna,The Weeknd
2020,,30,July 23,Ozuna,,,Ozuna,
2020,,31,July 30,Tainyand J Balvin,"""Si tú la quieres""",Beret and Pablo Alborán,Tainyand J Balvin,Beret and Pablo Alborán
2020,,32,August 6,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",[63],Beret and Pablo Alborán,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",Beret and Pablo Alborán
2020,,33,August 13,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",,,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",
2020,,34,August 20,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",,,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",
2020,,35,August 27,Maluma,[69],Beret and Pablo Alborán,Maluma,Beret and Pablo Alborán
2020,,36,September 3,Maluma,"""Kings & Queens""",Beret and Pablo Alborán,Maluma,Beret and Pablo Alborán
2020,,37,September 10,Maluma,"""Sueño""",[74],Maluma,
2020,,38,September 17,Maluma,"""Blinding Lights""",[76],Maluma,
2020,,39,September 24,Maluma,,,Maluma,
2020,,40,October 1,Maluma,"""Kings & Queens""",[80],Maluma,
2020,,41,October 8,Maluma,,,Maluma,
2020,,42,October 15,Maluma,,,Maluma,
2020,,43,October 22,C. Tangana,"""Kings & Queens""",Dani MartínfeaturingJuanes,C. Tangana,Dani MartínfeaturingJuanes
2020,,44,October 29,"Manuel Turizo,Rauw Alejandroand Myke Towers","""Kings & Queens""",Sidecars,"Manuel Turizo,Rauw Alejandroand Myke Towers",Sidecars
2020,,45,November 5,Bad Bunny andJhay Cortez,[89],Ava Max,Bad Bunny andJhay Cortez,Ava Max
2020,,46,November 12,C. Tangana featuring Niño de Elche andLa Húngara,[91],David GuettaandSia,C. Tangana featuring Niño de Elche andLa Húngara,David GuettaandSia
2020,,47,November 19,C. Tangana featuring Niño de Elche andLa Húngara,"""Mi Religión""",[94],C. Tangana featuring Niño de Elche andLa Húngara,
2020,,48,November 26,Bad Bunny and Jhay Cortez,[95],Ava Max,Bad Bunny and Jhay Cortez,Ava Max
2020,,49,December 2,Bad Bunny featuring Rosalía,[97],Sidecars,Bad Bunny featuring Rosalía,Sidecars
2020,,50,December 9,Bad Bunny and Jhay Cortez,[99],Ava Max,Bad Bunny and Jhay Cortez,Ava Max
2020,,51,December 16,Bad Bunny and Jhay Cortez,"""Dynamite""",[102],Bad Bunny and Jhay Cortez,
2020,,52,December 23,Bad Bunny and Jhay Cortez,,,Bad Bunny and Jhay Cortez,
2020,,53,December 30,Bad Bunny and Jhay Cortez,,,Bad Bunny and Jhay Cortez,
2021,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2021,,1,January 1,Bad BunnyandJhay Cortez,[1],BTS,Bad BunnyandJhay Cortez,BTS
2021,,2,January 8,Bad BunnyandJhay Cortez,"""Mi Religión""",[4],Bad BunnyandJhay Cortez,
2021,,3,January 15,Myke Towersand Juhn,[5],Dani Martín,Myke Towersand Juhn,Dani Martín
2021,,4,January 22,Myke Towersand Juhn,"""A un paso de la luna""",[8],Myke Towersand Juhn,
2021,,5,January 29,Myke Towersand Juhn,"""Mi Religión""",[10],Myke Towersand Juhn,
2021,,6,February 5,Myke Towersand Juhn,,,Myke Towersand Juhn,
2021,,7,February 12,"Rochy RD, Myke Towers andNicki Nicole","""Mi Religión""",Camilo,"Rochy RD, Myke Towers andNicki Nicole",Camilo
2021,,8,February 19,"Rochy RD, Myke Towers andNicki Nicole","""Mi Religión""",[16],"Rochy RD, Myke Towers andNicki Nicole",
2021,,9,February 26,C. TanganafeaturingGipsy Kings,[17],Ana Mena and Rocco Hunt,C. TanganafeaturingGipsy Kings,Ana Mena and Rocco Hunt
2021,,10,March 5,"Rochy RD, Myke Towers and Nicki Nicole",[19],Camilo,"Rochy RD, Myke Towers and Nicki Nicole",Camilo
2021,,11,March 12,"Rochy RD, Myke Towers and Nicki Nicole","""Hypnotized""",[22],"Rochy RD, Myke Towers and Nicki Nicole",
2021,,12,March 19,"Rochy RD, Myke Towers and Nicki Nicole",,,"Rochy RD, Myke Towers and Nicki Nicole",
2021,,13,March 26,"Rochy RD, Myke Towers and Nicki Nicole","""Hypnotized""",[26],"Rochy RD, Myke Towers and Nicki Nicole",
2021,,14,April 2,"Los Legendarios,Wisinand Jhay Cortez",[27],BeretandMelendi,"Los Legendarios,Wisinand Jhay Cortez",BeretandMelendi
2021,,15,April 9,"Los Legendarios,Wisinand Jhay Cortez","""Hypnotized""",[30],"Los Legendarios,Wisinand Jhay Cortez",
2021,,16,April 16,"Los Legendarios,Wisinand Jhay Cortez","""Juramento eterno de sal""",[32],"Los Legendarios,Wisinand Jhay Cortez",
2021,,17,April 23,Sebastián Yatrafeaturing Myke Towers,[33],Purple Disco Machine and Sophie and the Giants,Sebastián Yatrafeaturing Myke Towers,Purple Disco Machine and Sophie and the Giants
2021,,18,April 30,Sebastián Yatrafeaturing Myke Towers,"""Juramento eterno de sal""",[36],Sebastián Yatrafeaturing Myke Towers,
2021,,19,May 7,Sebastián Yatrafeaturing Myke Towers,,,Sebastián Yatrafeaturing Myke Towers,
2021,,20,May 14,Sebastián Yatrafeaturing Myke Towers,,,Sebastián Yatrafeaturing Myke Towers,
2021,,21,May 21,Rauw Alejandro,"""Juramento eterno de sal""",[42],Rauw Alejandro,
2021,,22,May 28,Rauw Alejandro,,,Rauw Alejandro,
2021,,23,June 5,Rauw Alejandro,,,Rauw Alejandro,
2021,,24,June 12,Rauw Alejandro,,,Rauw Alejandro,
2021,,25,June 19,Rauw Alejandro,,,Rauw Alejandro,
2021,,26,June 26,Rauw Alejandro,"""Juramento eterno de sal""",[52],Rauw Alejandro,
2021,,27,July 3,Rauw Alejandro,"""Juramento eterno de sal""",[54],Rauw Alejandro,
2021,,28,July 10,Rauw Alejandro,"""Juramento eterno de sal""",[56],Rauw Alejandro,
2021,,29,July 17,Rauw Alejandro,,,Rauw Alejandro,
2021,,30,July 24,Farruko,"""Juramento eterno de sal""",Rauw Alejandro,Farruko,Rauw Alejandro
2021,,31,July 31,Farruko,,,Farruko,
2021,,32,August 7,Farruko,,,Farruko,
2021,,33,August 14,Farruko,,,Farruko,
2021,,34,August 21,Farruko,,,Farruko,
2021,,35,August 28,Zzoilo andAitana,[69],Rauw Alejandro,Zzoilo andAitana,Rauw Alejandro
2021,,36,September 4,Zzoilo andAitana,,,Zzoilo andAitana,
2021,,37,September 11,Zzoilo andAitana,,,Zzoilo andAitana,
2021,,38,September 18,Zzoilo andAitana,,,Zzoilo andAitana,
2021,,39,September 25,Zzoilo andAitana,,,Zzoilo andAitana,
2021,,40,October 2,Zzoilo andAitana,"""Beggin'""",Rauw Alejandro,Zzoilo andAitana,Rauw Alejandro
2021,,41,October 9,C. Tangana andNathy Peluso,[81],Rauw Alejandro,C. Tangana andNathy Peluso,Rauw Alejandro
2021,,42,October 16,C. Tangana andNathy Peluso,"""Libertad""",Rauw Alejandro,C. Tangana andNathy Peluso,Rauw Alejandro
2021,,43,October 23,C. Tangana andNathy Peluso,,,C. Tangana andNathy Peluso,
2021,,44,October 30,C. Tangana andNathy Peluso,,,C. Tangana andNathy Peluso,
2021,,45,November 6,C. Tangana andNathy Peluso,,,C. Tangana andNathy Peluso,
2021,,46,November 13,RosalíafeaturingThe Weeknd,"""Libertad""",Rauw Alejandro,RosalíafeaturingThe Weeknd,Rauw Alejandro
2021,,47,November 20,RosalíafeaturingThe Weeknd,"""Libertad""",Rauw Alejandro,RosalíafeaturingThe Weeknd,Rauw Alejandro
2021,,48,November 27,RosalíafeaturingThe Weeknd,"""Libertad""",Rauw Alejandro,RosalíafeaturingThe Weeknd,Rauw Alejandro
2021,,49,December 3,Zzoilo and Aitana,[97],Rauw Alejandro,Zzoilo and Aitana,Rauw Alejandro
2021,,50,December 10,BizarrapandMorad,[99],Adele,BizarrapandMorad,Adele
2021,,51,December 17,BizarrapandMorad,,,BizarrapandMorad,
2021,,52,December 24,Zzoilo and Aitana,[103],Adele,Zzoilo and Aitana,Adele
2021,,1,December 31,Morad,[105],Adele,Morad,Adele
2022,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2022,,1,December 31,Morad,[1],Adele,Morad,Adele
2022,,2,January 7,Rauw AlejandroandChencho Corleone,[3],Sebastián Yatra,Rauw AlejandroandChencho Corleone,Sebastián Yatra
2022,,3,January 14,Rauw AlejandroandChencho Corleone,,,Rauw AlejandroandChencho Corleone,
2022,,4,January 21,Rauw AlejandroandChencho Corleone,,,Rauw AlejandroandChencho Corleone,
2022,,5,January 28,Rigoberta Bandini,[9],Sebastián Yatra,Rigoberta Bandini,Sebastián Yatra
2022,,6,February 4,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",[11],Sebastián Yatra,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",Sebastián Yatra
2022,,7,February 11,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",,,"La Pantera,Quevedo, Juseph,Cruz Cafunéand Abhir Hathi",
2022,,8,February 18,Becky GandKarol G,[15],Sebastián Yatra,Becky GandKarol G,Sebastián Yatra
2022,,9,February 25,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",[17],Sebastián Yatra,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",Sebastián Yatra
2022,,10,March 4,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",,,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",
2022,,11,March 11,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",,,"La Pantera, Quevedo, Juseph, Cruz Cafuné and Abhir Hathi",
2022,,12,March 18,Rosalía,[23],Ana Mena,Rosalía,Ana Mena
2022,,13,March 25,Paulo Londra,[25],Ana Mena,Paulo Londra,Ana Mena
2022,,14,April 2,"Alejo,Feidand ROBI",[27],Sebastián Yatra,"Alejo,Feidand ROBI",Sebastián Yatra
2022,,15,April 9,"Alejo,Feidand ROBI","""Música Ligera""",[30],"Alejo,Feidand ROBI",
2022,,16,April 16,"Alejo,Feidand ROBI",,,"Alejo,Feidand ROBI",
2022,,17,April 23,Paulo Londra andBizarrap,"""Música Ligera""",[34],Paulo Londra andBizarrap,
2022,,18,April 30,Paulo Londra andBizarrap,"""Música Ligera""",[36],Paulo Londra andBizarrap,
2022,,19,May 6,Bad Bunny,[37],Sebastián Yatra,Bad Bunny,Sebastián Yatra
2022,,20,May 13,Chanel,[39],Camila CabellofeaturingEd Sheeran,Chanel,Camila CabellofeaturingEd Sheeran
2022,,21,May 20,Bad Bunny,[41],Sebastián Yatra,Bad Bunny,Sebastián Yatra
2022,,22,May 27,Bad Bunny,"""As It Was""",[44],Bad Bunny,
2022,,23,June 3,Bad Bunny,,,Bad Bunny,
2022,,24,June 10,Bad Bunny,"""Bam Bam""",[48],Bad Bunny,
2022,,25,June 17,Bad Bunny,,,Bad Bunny,
2022,,26,June 24,Bad Bunny,"""Bam Bam""",[52],Bad Bunny,
2022,,27,July 1,Bad Bunny,"""As It Was""",[54],Bad Bunny,
2022,,28,July 8,Bizarrap and Quevedo,[55],Dani Fernández,Bizarrap and Quevedo,Dani Fernández
2022,,29,July 15,Bizarrap and Quevedo,"""Te Felicito""",[58],Bizarrap and Quevedo,
2022,,30,July 22,Bizarrap and Quevedo,"""As It Was""",[60],Bizarrap and Quevedo,
2022,,31,July 29,Rosalía,[61],Shakira and Rauw Alejandro,Rosalía,Shakira and Rauw Alejandro
2022,,32,August 5,Bizarrap and Quevedo,[63],Camila Cabello featuring Ed Sheeran,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran
2022,,33,August 12,Rosalía,[65],Shakira and Rauw Alejandro,Rosalía,Shakira and Rauw Alejandro
2022,,34,August 19,Bizarrap and Quevedo,[67],Camila Cabello featuring Ed Sheeran,Bizarrap and Quevedo,Camila Cabello featuring Ed Sheeran
2022,,35,August 26,Bizarrap and Quevedo,"""As It Was""",[70],Bizarrap and Quevedo,
2022,,36,September 2,Bizarrap and Quevedo,"""Bam Bam""",[72],Bizarrap and Quevedo,
2022,,37,September 9,Bizarrap and Quevedo,,,Bizarrap and Quevedo,
2022,,38,September 16,Bizarrap and Quevedo,"""Despechá""",[76],Bizarrap and Quevedo,
2022,,39,September 23,Bizarrap and Quevedo,,,Bizarrap and Quevedo,
2022,,40,September 30,Bizarrap and Quevedo,"""Mariposas""",[80],Bizarrap and Quevedo,
2022,,41,October 7,Bizarrap and Quevedo,,,Bizarrap and Quevedo,
2022,,42,October 14,Bizarrap and Quevedo,"""Despechá""",[84],Bizarrap and Quevedo,
2022,,43,October 21,Manuel Turizo,"""Despechá""",[86],Manuel Turizo,
2022,,44,October 28,Manuel Turizo,"""Mariposas""",[88],Manuel Turizo,
2022,,45,November 4,Mora and Quevedo,"""Mariposas""",[90],Mora and Quevedo,
2022,,46,November 11,Manuel Turizo,"""Mariposas""",[92],Manuel Turizo,
2022,,47,November 18,Bizarrap andDuki,[93],David GuettaandBebe Rexha,Bizarrap andDuki,David GuettaandBebe Rexha
2022,,48,November 25,Manuel Turizo,[95],Sangiovanni and Aitiana,Manuel Turizo,Sangiovanni and Aitiana
2022,,49,December 2,Arcángeland Bad Bunny,[97],Manuel Turizo,Arcángeland Bad Bunny,Manuel Turizo
2022,,50,December 9,Arcángeland Bad Bunny,,,Arcángeland Bad Bunny,
2022,,51,December 16,Quevedo and Myke Towers,[101],Manuel Turizo,Quevedo and Myke Towers,Manuel Turizo
2022,,52,December 23,Arcángel and Bad Bunny,[103],Manuel Turizo,Arcángel and Bad Bunny,Manuel Turizo
2023,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2023,,1,December 30,Manuel Turizo,[1],Manuel Turizo,Manuel Turizo,Manuel Turizo
2023,,2,January 6,BizarrapandShakira,[3],Manuel Turizo,BizarrapandShakira,Manuel Turizo
2023,,3,January 13,BizarrapandShakira,,,BizarrapandShakira,
2023,,4,January 20,BizarrapandShakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",Manuel Turizo,BizarrapandShakira,Manuel Turizo
2023,,5,January 27,BizarrapandShakira,,,BizarrapandShakira,
2023,,6,February 3,BizarrapandShakira,,,BizarrapandShakira,
2023,,7,February 10,BizarrapandShakira,,,BizarrapandShakira,
2023,,8,February 17,BizarrapandShakira,,,BizarrapandShakira,
2023,,9,February 24,Karol Gand Shakira,"""Shakira: Bzrp Music Sessions, Vol. 53""",[18],Karol Gand Shakira,
2023,,10,March 3,Karol Gand Shakira,,,Karol Gand Shakira,
2023,,11,March 10,Karol Gand Shakira,"""Flowers""",[22],Karol Gand Shakira,
2023,,12,March 17,Karol Gand Shakira,,,Karol Gand Shakira,
2023,,13,March 24,RosalíaandRauw Alejandro,"""Flowers""",[26],RosalíaandRauw Alejandro,
2023,,14,March 31,RosalíaandRauw Alejandro,"""Flowers""",[28],RosalíaandRauw Alejandro,
2023,,15,April 7,RosalíaandRauw Alejandro,"""Flowers""",[30],RosalíaandRauw Alejandro,
2023,,16,April 14,Lola ÍndigofeaturingQuevedo,"""Flowers""",[32],Lola ÍndigofeaturingQuevedo,
2023,,17,April 21,Lola ÍndigofeaturingQuevedo,,,Lola ÍndigofeaturingQuevedo,
2023,,18,April 28,Saiko,"""Flowers""",Vicco,Saiko,Vicco
2023,,19,May 5,Lola Índigo featuring Quevedo,[37],Miley Cyrus,Lola Índigo featuring Quevedo,Miley Cyrus
2023,,20,May 12,Lola Índigo featuring Quevedo,"""Nochentera""",[40],Lola Índigo featuring Quevedo,
2023,,21,May 19,Shakira,"""Nochentera""",[42],Shakira,
2023,,22,May 26,Bad Bunny,"""Nochentera""",[44],Bad Bunny,
2023,,23,June 2,Bad Bunny,"""El Merengue""",[46],Bad Bunny,
2023,,24,June 9,"Saiko,Feid, Quevedo and Mora",[47],Miley Cyrus,"Saiko,Feid, Quevedo and Mora",Miley Cyrus
2023,,25,June 16,"Saiko,Feid, Quevedo and Mora","""Nochentera""",[50],"Saiko,Feid, Quevedo and Mora",
2023,,26,June 23,Bizarrap and Rauw Alejandro,[51],ChanelandAbraham Mateo,Bizarrap and Rauw Alejandro,ChanelandAbraham Mateo
2023,,27,June 30,Myke Towers,[53],"David Guetta,Anne-MarieandCoi Leray",Myke Towers,"David Guetta,Anne-MarieandCoi Leray"
2023,,28,July 7,Quevedo,[55],Manuel Turizo featuring Marshmello,Quevedo,Manuel Turizo featuring Marshmello
2023,,29,July 14,Quevedo,,,Quevedo,
2023,,30,July 21,Quevedo,,,Quevedo,
2023,,31,July 28,Quevedo,,,Quevedo,
2023,,32,August 4,Quevedo,,,Quevedo,
2023,,33,August 11,Quevedo,"""Vagabundo""",Manuel Turizo featuring Marshmello,Quevedo,Manuel Turizo featuring Marshmello
2023,,34,August 18,Quevedo,,,Quevedo,
2023,,35,August 25,Quevedo,"""Vagabundo""",Manuel Turizo featuring Marshmello,Quevedo,Manuel Turizo featuring Marshmello
2023,,36,September 1,Mora and Saiko,[71],Manuel Turizo featuring Marshmello,Mora and Saiko,Manuel Turizo featuring Marshmello
2023,,37,September 8,Mora and Saiko,"""El Merengue""",Manuel Turizo featuring Marshmello,Mora and Saiko,Manuel Turizo featuring Marshmello
2023,,38,September 15,Mora and Saiko,"""Vagabundo""",[76],Mora and Saiko,
2023,,39,September 22,Quevedo and Saiko,"""Vagabundo""",[78],Quevedo and Saiko,
2023,,40,September 29,Iñigo Quintero,"""Vagabundo""",[80],Iñigo Quintero,
2023,,41,October 6,Iñigo Quintero,"""El Merengue""",[82],Iñigo Quintero,
2023,,42,October 13,Bad Bunny,"""El Merengue""",[84],Bad Bunny,
2023,,43,October 20,Iñigo Quintero,[85],"Sebastián Yatra, Manuel Turizo and Beéle",Iñigo Quintero,"Sebastián Yatra, Manuel Turizo and Beéle"
2023,,44,October 27,Iñigo Quintero,,,Iñigo Quintero,
2023,,45,November 3,Iñigo Quintero,"""Dance the Night""","Sebastián Yatra, Manuel Turizo and Beéle",Iñigo Quintero,"Sebastián Yatra, Manuel Turizo and Beéle"
2023,,46,November 10,Iñigo Quintero,"""El Merengue""",[92],Iñigo Quintero,
2023,,47,November 17,Iñigo Quintero,"""Madrid City""",[94],Iñigo Quintero,
2023,,48,November 24,Iñigo Quintero,,,Iñigo Quintero,
2023,,49,December 1,Dellafuente/Morad,"""Madrid City""",[98],Dellafuente/Morad,
2023,,50,December 8,Dellafuente/Morad,,,Dellafuente/Morad,
2023,,51,December 15,Dellafuente/Morad,"""Madrid City""",[102],Dellafuente/Morad,
2023,,52,December 22,Dellafuente/Morad,"""Madrid City""",[104],Dellafuente/Morad,
2023,,1,December 29,Dellafuente/Morad,,,Dellafuente/Morad,
2024,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2024,,1,December 29,Dellafuente andMorad,[1],Ana Mena,Dellafuente andMorad,Ana Mena
2024,,2,January 5,Dellafuente andMorad,,,Dellafuente andMorad,
2024,,3,January 12,BizarrapandYoung Miko,[5],Ana Mena,BizarrapandYoung Miko,Ana Mena
2024,,4,January 19,BizarrapandYoung Miko,"""Madrid City""",[8],BizarrapandYoung Miko,
2024,,5,January 26,BizarrapandYoung Miko,,,BizarrapandYoung Miko,
2024,,6,February 2,Quevedo,"""Madrid City""",[12],Quevedo,
2024,,7,February 9,Quevedo,,,Quevedo,
2024,,8,February 16,FeidandATL Jacob,"""Madrid City""",Dua Lipa,FeidandATL Jacob,Dua Lipa
2024,,9,February 23,JC Reyes andDe la Ghetto,"""Madrid City""",Ana Mena,JC Reyes andDe la Ghetto,Ana Mena
2024,,10,March 1,Gonzy,[19],Ana Mena,Gonzy,Ana Mena
2024,,11,March 8,Gonzy,,,Gonzy,
2024,,12,March 15,Gonzy,"""Todo Cambia""",Ana Mena,Gonzy,Ana Mena
2024,,13,March 22,Gonzy,"""Madrid City""",[26],Gonzy,
2024,,14,March 29,Gonzy,"""Luna""",[28],Gonzy,
2024,,15,April 5,Gonzy,"""Madrid City""",[30],Gonzy,
2024,,16,April 12,El Bobe andOmar Montes,[31],Benson Boone,El Bobe andOmar Montes,Benson Boone
2024,,17,April 19,"Rvssian,Rauw AlejandroandAyra Starr",[33],Feid and ATL Jacob,"Rvssian,Rauw AlejandroandAyra Starr",Feid and ATL Jacob
2024,,18,April 26,"Rvssian,Rauw AlejandroandAyra Starr","""Beautiful Things""",[36],"Rvssian,Rauw AlejandroandAyra Starr",
2024,,19,May 3,"Saiko, JC Reyes andDei V",[37],Teddy Swims,"Saiko, JC Reyes andDei V",Teddy Swims
2024,,20,May 10,"Saiko, JC Reyes andDei V","""Beautiful Things""",[40],"Saiko, JC Reyes andDei V",
2024,,21,May 17,"Saiko, JC Reyes andDei V",,,"Saiko, JC Reyes andDei V",
2024,,22,May 24,"Saiko, JC Reyes andDei V","""La Falda""",[44],"Saiko, JC Reyes andDei V",
2024,,23,May 31,"Saiko, JC Reyes andDei V",,,"Saiko, JC Reyes andDei V",
2024,,24,June 7,"Saiko, JC Reyes andDei V","""Beautiful Things""",[48],"Saiko, JC Reyes andDei V",
2024,,25,June 14,Trueno,"""Beautiful Things""",[50],Trueno,
2024,,26,June 21,Trueno,,,Trueno,
2024,,27,June 28,Karol G,"""Beautiful Things""",Teddy Swims,Karol G,Teddy Swims
2024,,28,July 5,Karol G,"""Beautiful Things""",[56],Karol G,
2024,,29,July 12,Isabel Aaiún,[57],Teddy Swims,Isabel Aaiún,Teddy Swims
2024,,30,July 19,Karol G,[59],Teddy Swims,Karol G,Teddy Swims
2024,,31,July 26,Karol G,"""Beautiful Things""",[62],Karol G,
2024,,32,August 2,Karol G,,,Karol G,
2024,,33,August 9,Karol G,"""Beautiful Things""",[66],Karol G,
2024,,34,August 16,Karol G,"""Si Antes Te Hubiera Conocido""",[68],Karol G,
2024,,35,August 23,Karol G,,,Karol G,
2024,,36,August 30,Karol G,,,Karol G,
2024,,37,September 6,Karol G,,,Karol G,
2024,,38,September 13,Karol G,,,Karol G,
2024,,39,September 20,Karol G,,,Karol G,
2024,,40,September 27,Karol G,,,Karol G,
2024,,41,October 4,Karol G,"""Si Antes Te Hubiera Conocido""",[82],Karol G,
2024,,42,October 11,Karol G,"""Si Antes Te Hubiera Conocido""",[84],Karol G,
2024,,43,October 18,Karol G,,,Karol G,
2024,,44,October 25,Myke Towers andBenny Blanco,"""Si Antes Te Hubiera Conocido""",[88],Myke Towers andBenny Blanco,
2024,,45,November 1,Myke Towers andBenny Blanco,"""Si Antes Te Hubiera Conocido""",[90],Myke Towers andBenny Blanco,
2024,,46,November 8,Clarent,[91],Karol G,Clarent,Karol G
2024,,47,November 15,Rauw Alejandro andBad Bunny,[93],Karol G,Rauw Alejandro andBad Bunny,Karol G
2024,,48,November 22,Quevedo andAitana,[95],Shakira,Quevedo andAitana,Shakira
2024,,49,November 29,Quevedo andAitana,,,Quevedo andAitana,
2024,,50,December 6,Quevedo andAitana,,,Quevedo andAitana,
2024,,51,December 13,Yorghaki / Alleh,[101],Shakira,Yorghaki / Alleh,Shakira
2024,,52,December 20,Yorghaki / Alleh,"""Soltera""",Shakira,Yorghaki / Alleh,Shakira
2024,,1,December 27,Yorghaki / Alleh,"""Me Has Invitado a Bailar""",[106],Yorghaki / Alleh,
2025,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2025,,1,December 27,Yorghaki / Alleh,[1],Dani Fernández,Yorghaki / Alleh,Dani Fernández
2025,,2,January 3,Yorghaki / Alleh,,,Yorghaki / Alleh,
2025,,3,January 10,Bad Bunny,[5],Dani Fernández,Bad Bunny,Dani Fernández
2025,,4,January 17,Bad Bunny,"""Die with a Smile""",[8],Bad Bunny,
2025,,5,January 24,"""Nuevayol""",Dani Fernández,"""Me Has Invitado a Bailar""",Nuevayol,Me Has Invitado a Bailar
2025,,6,January 31,"""Nuevayol""","""Belong Together""",[12],Nuevayol,
2025,,7,February 7,Yorghaki / Alleh,"""Belong Together""",[14],Yorghaki / Alleh,
2025,,8,February 14,Yorghaki / Alleh,"""Me Has Invitado a Bailar""",[16],Yorghaki / Alleh,
2025,,9,February 21,Yorghaki / Alleh,,,Yorghaki / Alleh,
2025,,10,February 28,Yorghaki / Alleh,,,Yorghaki / Alleh,
2025,,11,March 7,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[22],W Sound/Beéle/Ovy on the Drums,
2025,,12,March 14,W Sound/Beéle/Ovy on the Drums,,,W Sound/Beéle/Ovy on the Drums,
2025,,13,March 21,"Delaossa,Quevedoand Bigla The Kid","""Me Has Invitado a Bailar""",[26],"Delaossa,Quevedoand Bigla The Kid",
2025,,14,March 28,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",Lady Gaga and Bruno Mars,W Sound/Beéle/Ovy on the Drums,Lady Gaga and Bruno Mars
2025,,15,April 4,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[30],W Sound/Beéle/Ovy on the Drums,
2025,,16,April 11,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[32],W Sound/Beéle/Ovy on the Drums,
